TIME, PDP_Voltage, PDP_Total_Currentasfasf, PDP_DT_FL_Current, PDP_DT_FR_Current, PDP_DT_RL_Current, PDP_DT_RR_Current, Hopper_Motor_Current, Climber_Motor1_Current, Climber_Motor2_Current, Intake_Motor_Current, Shooter_Motor_Current, RIO_Loop_Time, RIO_Cpu_Load, RIO_RAM_Usage, Driver_FwdRev_cmd, Driver_Strafe_cmd, Driver_Rotate_cmd, Driver_Vision_Align_Desired, Auton_DT_FL_Desired_Velocity, Auton_DT_FR_Desired_Velocity, Auton_DT_RL_Desired_Velocity, Auton_DT_RR_Desired_Velocity, DT_Running_Closed_Loop, Robot_FwdRev_Vel, Robot_Strafe_Vel, Robot_Pose_Angle, Op_Gear_Release_Desired, Shot_State_Command, Hopper_Feed_Cmd, Intake_Speed_Cmd, Op_Intake_Desired, Op_Eject_Desired, Climb_Speed_Cmd, Shooter_Desired_Velocity, Shooter_Actual_Velocity, Shooter_Motor_Cmd, Shooter_Velocity_OK, FL_Motor_Cmd, FR_Motor_Cmd, RL_Motor_Cmd, RR_Motor_Cmd, FL_Wheel_Velocity, FR_Wheel_Velocity, RL_Wheel_Velocity, RR_Wheel_Velocity, Vision_System_Online, Valid_Vision_Target_Found, Vision_Target_Angle, Vision_Target_Range, Vision_Process_Time, Vision_CoProc_FPS, Vision_CoProc_CPU_load, Vision_CoProc_Mem_load, Vision_Align_Possible, Vision_DT_FwdRev_Cmd, Vision_DT_Rotate_Cmd, Vision_Align_On_Target, Vision_Align_State, Air_Pressure, 
sec, V, A, A, A, A, A, A, A, A, A, A, msec, %, %, cmd, cmd, cmd, bit, RPM, RPM, RPM, RPM, bit, ft/sec, ft/sec, deg, bit, bits, cmd, cmd, bit, bit, cmd, rpm, rpm, rpm, bit, cmd, cmd, cmd, cmd, rpm, rpm, rpm, rpm, bit, bit, deg, ft, msec, frames/sec, %, %, bit, cmd, cmd, cmd, states, psi, 
38.804876, 12.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.324999999999136, 35.1, 84.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.10595, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.5339999999851, 14.57662201361397, 96.3, 17.4, 1.0, 0.0, 0.0, 0.0, 0.0, -9.2742929625, 
38.826949, 12.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.452000000003011, 35.1, 84.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.10845, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.33299999998417, 14.675021645648304, 96.3, 17.4, 1.0, 0.0, 0.0, 0.0, 0.0, -9.2742929625, 
38.846291, 12.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.260000000002265, 35.1, 84.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.106875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.33299999998417, 14.675021645648304, 96.3, 17.4, 1.0, 0.0, 0.0, 0.0, 0.0, -9.2742929625, 
38.867073, 12.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.969000000000335, 35.1, 84.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.33299999998417, 14.675021645648304, 96.3, 17.4, 1.0, 0.0, 0.0, 0.0, 0.0, -9.2742929625, 
38.885847, 12.700000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.707000000001017, 35.1, 84.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1083125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 64.87799999990966, 14.734918810589063, 96.3, 17.4, 1.0, 0.0, 0.0, 0.0, 0.0, -9.2742929625, 
38.907867, 12.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.9570000000022105, 35.1, 84.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.108, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 64.87799999990966, 14.734918810589063, 96.3, 17.4, 1.0, 0.0, 0.0, 0.0, 0.0, -9.2742929625, 
38.9251, 12.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.981000000000904, 35.1, 84.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.108625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 64.87799999990966, 14.734918810589063, 96.3, 17.4, 1.0, 0.0, 0.0, 0.0, 0.0, -9.2742929625, 
38.945327, 12.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.216000000001998, 35.1, 84.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1082125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 64.87799999990966, 14.734918810589063, 96.3, 17.4, 1.0, 0.0, 0.0, 0.0, 0.0, -9.2742929625, 
38.976823, 12.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.07000000000113, 35.1, 84.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.108, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 62.9660000000149, 14.426059233419757, 96.3, 17.4, 1.0, 0.0, 0.0, 0.0, 0.0, -9.2742929625, 
38.987614, 12.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.435999999998444, 35.1, 84.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.10795, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 62.9660000000149, 14.426059233419757, 96.3, 17.4, 1.0, 0.0, 0.0, 0.0, 0.0, -9.2742929625, 
39.005581, 12.700000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.074999999995612, 35.1, 84.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.10610000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 62.9660000000149, 14.426059233419757, 96.3, 17.4, 1.0, 0.0, 0.0, 0.0, 0.0, -9.2285166, 
39.02515, 12.700000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.2860000000029, 35.1, 84.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.10598750000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 62.9660000000149, 14.426059233419757, 96.3, 17.4, 1.0, 0.0, 0.0, 0.0, 0.0, -9.2742929625, 
39.045415, 12.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.864000000002534, 35.1, 84.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.10761250000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.04899999999907, 11.486331265786333, 96.3, 17.4, 1.0, 0.0, 0.0, 0.0, 0.0, -9.2742929625, 
39.065812, 12.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.18300000000005, 35.1, 84.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1057875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.04899999999907, 11.486331265786333, 96.3, 17.4, 1.0, 0.0, 0.0, 0.0, 0.0, -9.2742929625, 
39.085633, 12.700000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.7010000000019545, 35.1, 84.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.10588750000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.04899999999907, 11.486331265786333, 96.3, 17.4, 1.0, 0.0, 0.0, 0.0, 0.0, -9.2742929625, 
39.105651, 12.700000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.080999999994674, 35.1, 84.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.10338750000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.0339999999851, 14.700477765522349, 96.3, 17.4, 1.0, 0.0, 0.0, 0.0, 0.0, -9.2742929625, 
39.125075, 12.700000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.9340000000034365, 35.1, 84.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.10223750000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.0339999999851, 14.700477765522349, 96.3, 17.4, 1.0, 0.0, 0.0, 0.0, 0.0, -9.2742929625, 
39.145228, 12.700000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.830000000003224, 35.1, 84.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.10175000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.0339999999851, 14.700477765522349, 96.3, 17.4, 1.0, 0.0, 0.0, 0.0, 0.0, -9.2742929625, 
39.170581, 12.700000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.660999999996363, 35.1, 84.7, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.10433750000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -0.00199203187250996, -0.00199203187250996, -0.00199203187250996, -0.00199203187250996, 0.0, -0.0, -0.0, 0.0, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.0339999999851, 14.700477765522349, 96.3, 17.4, 1.0, 0.0, -0.0026084375000000005, 0.0, 1.0, -9.2742929625, 
39.186086, 12.700000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.21200000000033, 35.1, 84.7, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1043125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.4095427435387674, 0.4095427435387674, 0.4095427435387674, 0.4095427435387674, 0.0, -0.0, -0.0, 0.0, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 67.67900000000373, 14.630791964784205, 96.3, 17.4, 1.0, 0.0, 0.4087585171678916, 0.0, 1.0, -9.2742929625, 
39.205196, 12.200000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.11100000000431, 35.1, 84.7, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.10253750000000002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.4095427435387674, 0.4095427435387674, 0.4095427435387674, 0.4095427435387674, 125.60289389067525, -132.8355248243029, -50.29074757531543, 127.46084402871439, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 67.67900000000373, 14.630791964784205, 96.3, 17.4, 1.0, 0.0, 0.4088028921678915, 0.0, 1.0, -9.2742929625, 
39.225906, 12.200000000000001, 0.0, 7.0, 5.0, 5.375, 5.125, 0.0, 0.0, 0.0, 0.0, 0.0, 5.899000000006538, 35.1, 84.7, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.31126295617410443, 0.3591039529987355, 0.15284999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.4095427435387674, 0.4095427435387674, 0.4095427435387674, 0.4095427435387674, 99.26096899881416, -225.8818427139553, -42.471549724557846, 192.04768928220255, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 67.67900000000373, 14.630791964784205, 96.3, 17.4, 1.0, 0.0, 0.41518757966789155, 0.0, 1.0, -9.2742929625, 
39.24605, 11.9, 22.5, 7.0, 5.0, 5.375, 5.125, 0.0, 0.0, 0.0, 0.0, 0.0, 6.467000000000667, 35.1, 84.7, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10216446725368074, 0.40332832952828296, 0.8301375000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.415506958250497, 0.415506958250497, 0.415506958250497, 0.415506958250497, 133.34945380063724, -238.67107942973522, -50.39022187822498, 226.4055255023184, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.47900000005029, 13.837574549934315, 96.3, 17.4, 1.0, 0.0, 0.4321118749999999, 0.0, 1.0, -9.2742929625, 
39.267564, 12.0, 22.5, 7.0, 5.0, 5.375, 5.125, 0.0, 0.0, 0.0, 0.0, 0.0, 6.431999999996663, 35.1, 84.7, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3146285475461201, 0.4238064408594362, 1.8079125000000003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.43141153081510936, 0.43141153081510936, 0.43141153081510936, 0.43141153081510936, 169.54210069444446, -263.46110611510795, -103.44941737288136, 229.68933751470016, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.47900000005029, 13.837574549934315, 96.3, 17.4, 1.0, 0.0, 0.45655625, 0.0, 1.0, -9.2742929625, 
39.285709, 12.1, 22.5, 7.0, 5.0, 5.375, 5.125, 0.0, 0.0, 0.0, 0.0, 0.0, 5.907000000000551, 35.1, 84.7, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1438471266808187, 0.4444556903931829, 2.8550625000000003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.4572564612326044, 0.4572564612326044, 0.4572564612326044, 0.4572564612326044, 203.80434782608697, -290.9322244289971, -146.8515037593985, 266.9419134396355, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.47900000005029, 13.837574549934315, 96.3, 17.4, 1.0, 0.0, 0.4827349999999999, 0.0, 1.0, -9.2742929625, 
39.304713, 12.1, 25.5, 9.875, 2.625, 5.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0860000000033665, 35.1, 84.7, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14670270665920773, 0.3602447634834942, 4.074675, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.4831013916500994, 0.4831013916500994, 0.4831013916500994, 0.4831013916500994, 209.5627682403434, -299.8656601842375, -128.01780642342146, 290.787841191067, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.47900000005029, 13.837574549934315, 96.3, 17.4, 1.0, 0.0, 0.5, 0.0, 1.0, -9.2742929625, 
39.3251, 12.1, 25.5, 9.875, 2.625, 5.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.167999999995288, 35.1, 84.7, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.322521511655798, 0.4033248051245579, 5.619962500000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 250.72207958921697, -306.9342587742274, -160.48685291700906, 315.18961807423346, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.292999999946915, 14.691622836635219, 96.3, 17.4, 1.0, 0.0, 0.5, 0.0, 1.0, -9.2742929625, 
39.344517, 12.05, 25.5, 9.875, 2.625, 5.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.3140000000032614, 35.1, 84.7, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4383411768955873, 0.3648587445282646, 7.3591875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 261.46251673360103, -306.29247255619447, -167.12421563034795, 318.61745513866236, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.292999999946915, 14.691622836635219, 96.3, 17.4, 1.0, 0.0, 0.5, 0.0, 1.0, -9.2742929625, 
39.367546, 11.9, 26.75, 9.875, 2.625, 5.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.943999999999505, 35.1, 84.7, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.474714500282669, 0.36500762186200925, 9.545737500000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 309.36510031678984, -312.66675560298825, -209.1886826133524, 331.97592067988677, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.292999999946915, 14.691622836635219, 96.3, 17.4, 1.0, 0.0, 0.5, 0.0, 1.0, -9.2742929625, 
39.385342, 12.05, 26.75, 9.25, 2.875, 6.0, 8.625, 0.0, 0.0, 0.0, 0.0, 0.0, 6.96999999999548, 35.1, 84.7, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5317812911861817, 0.3599069529206598, 11.506862500000002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 307.5787401574803, -306.29247255619447, -200.11526639344265, 317.0657467532468, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.43700000003446, 14.726456078363935, 96.3, 17.4, 1.0, 0.0, 0.5, 0.0, 1.0, -9.2742929625, 
39.408596, 12.05, 26.75, 9.25, 2.875, 6.0, 8.625, 0.0, 0.0, 0.0, 0.0, 0.0, 6.178999999995938, 35.1, 84.7, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5262232399367868, 0.4303283958978432, 13.0276625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 328.25630252100837, -307.25616151022547, -228.43567251461988, 300.1728995901639, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.43700000003446, 14.726456078363935, 96.3, 17.4, 1.0, 0.0, 0.5, 0.0, 1.0, -9.2742929625, 
39.425595, 12.05, 21.125, 5.625, 3.375, 4.875, 7.25, 0.0, 0.0, 0.0, 0.0, 0.0, 17.081999999994935, 35.1, 84.7, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.412735965248781, 0.47578534881474804, 15.394862500000002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 291.8015438247012, -293.703007518797, -218.1450111690246, 307.25616151022547, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.43700000003446, 14.726456078363935, 96.3, 17.4, 1.0, 0.0, 0.5, 0.0, 1.0, -9.2742929625, 
39.444544, 12.1, 21.125, 5.625, 3.375, 4.875, 7.25, 0.0, 0.0, 0.0, 0.0, 0.0, 6.89299999999804, 35.1, 84.7, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3881345237642521, 0.26749547156233044, 17.867925, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 363.25945443273406, -295.6294147325933, -262.9881059245961, 290.2117384843982, 1.0, 1.0, -16.349999999999998, 17.277205953109355, 63.43700000003446, 14.726456078363935, 96.3, 17.4, 1.0, 0.0, 0.5, 0.0, 1.0, -9.2742929625, 
39.466068, 12.1, 21.125, 5.625, 3.375, 4.875, 7.25, 0.0, 0.0, 0.0, 0.0, 0.0, 6.751999999998759, 35.1, 84.7, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4221547665786214, 0.47037847363105173, 20.813950000000002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 336.5522688110281, -294.29306880964344, -259.7240691489362, 293.5558617234469, 1.0, 1.0, -16.349999999999998, 17.61597469728797, 64.44099999999162, 14.73036074653731, 96.3, 17.4, 1.0, 0.0, 0.5, 0.0, 1.0, -9.2742929625, 
39.485582, 12.1, 19.75, 5.625, 3.375, 4.875, 7.25, 0.0, 0.0, 0.0, 0.0, 0.0, 6.543000000000632, 35.1, 84.7, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3386497796477834, 0.34521179201859636, 23.315037500000003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 335.97333715596335, -299.55904907975463, -272.7828212290503, 327.8889199776161, 1.0, 1.0, -16.349999999999998, 17.61597469728797, 64.44099999999162, 14.73036074653731, 96.3, 17.4, 1.0, 0.0, 0.5, 0.0, 1.0, -9.2742929625, 
39.505557, 12.15, 19.75, 4.25, 4.0, 5.875, 5.625, 0.0, 0.0, 0.0, 0.0, 0.0, 6.013000000002933, 35.1, 84.7, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40731968111174455, 0.1551504239571156, 26.144300000000005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 356.19300911854106, -331.22526851328433, -276.1251178133836, 364.6157436216552, 1.0, 1.0, -16.349999999999998, 17.61597469728797, 64.44099999999162, 14.73036074653731, 96.3, 17.4, 1.0, 0.0, 0.5, 0.0, 1.0, -9.2742929625, 
39.52514, 12.15, 19.75, 4.25, 4.0, 5.875, 5.625, 0.0, 0.0, 0.0, 0.0, 0.0, 6.376000000003046, 35.1, 84.7, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5049566247518064, 0.20774202273420178, 29.0059, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 0.5009940357852882, 332.5411464245176, -327.15661641541044, -300.3267555099949, 327.8889199776161, 1.0, 1.0, -16.349999999999998, 17.61597469728797, 64.44099999999162, 14.73036074653731, 96.3, 17.4, 1.0, 0.0, 0.5, 0.0, 1.0, -9.2742929625, 
